Músicas,Álbuns,Artistas,Data de Lançamento,ISRC,Rank,Track Score,Explicit Track
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,7/27/2023,USSM12305021,270,94.3,1
California Gurls,Girl Power 2023,Katy Perry,9/19/2023,USCA21001182,271,94.2,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214875,272,94.1,1
Something Just Like This,Something Just Like This,The Chainsmokers,2/22/2017,USQX91700278,273,94.0,0
7 rings,7 rings,Ariana Grande,1/18/2019,USUM71900110,274,93.9,1
Moonlight,Moonlight,Kali Uchis,2/24/2023,USUM72219486,275,93.1,0
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,6/11/2020,USSM12003798,276,93.1,1
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402910,277,93.0,0
God's Plan,Diplomatic Immunity,Drake,1/20/2018,USCM51800004,278,92.9,1
Sunroof,Sunroof,Nicky Youre,11/26/2021,QM24S2107064,279,92.3,0
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,8/19/2023,USA2P2339944,280,92.0,1
MY EYES,UTOPIA,Travis Scott,7/28/2023,USSM12305007,281,91.9,1
WORK,GOLDEN HOUR : Part.1,ATEEZ,5/31/2024,KRD442400011,282,91.7,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,4/17/2017,USUM71703825,284,91.5,0
Ghost,Justice,Justin Bieber,3/19/2021,USUM72102635,283,91.5,0
Dior,Meet The Woo,Pop Smoke,7/26/2019,USUM71914275,285,91.4,1
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,9/30/2022,QMDA62210237,286,91.2,0
Breakeven,Breakeven (Official 4K Video),The Script,4/25/2024,GB1102400418,287,91.1,0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,1/21/2022,QM4TW2218961,288,90.7,1
SAD!,SAD!,XXXTENTACION,3/2/2018,USUG11800208,289,90.5,1
Primera Cita,La Primera Cita - Single,Carin Leon,4/20/2023,QZQMB2104890,290,90.5,0
Efecto,Un Verano Sin Ti,Bad Bunny,5/6/2022,QM6MZ2214884,292,90.1,1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,4/23/2018,TCADP1859309,291,90.1,0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,11/9/2023,BRSME2301957,293,89.6,0
Slow It Down,Slow It Down,Benson Boone,3/22/2024,USWB12400913,294,89.4,0
Yonaguni,Yonaguni,Bad Bunny,6/4/2021,QM6P42169803,295,88.6,1
Heathens,Heathens,Twenty One Pilots,6/16/2016,USAT21601930,296,88.6,0
Whoopty,Whoopty,CJ,8/20/2020,USA2P2031043,297,88.6,1
Super Shy,NewJeans 'Super Shy',NewJeans,7/7/2023,USA2P2330068,298,88.4,0
Happier,Happier - Single,Marshmello,8/16/2018,USUG11801651,299,87.9,0
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,10/18/2023,QZ9QQ2300781,301,87.7,1
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,4/7/2023,UKWLG2300016,300,87.7,0
Butter,Butter,BTS,5/21/2021,QM6MZ2156864,302,87.5,0
Cinderella,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402037,304,87.2,1
Calma - Remix,Calma (Remix),Pedro Capï¿,10/5/2018,USSD11800343,303,87.2,0
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,5/6/2016,USRC11600876,305,87.1,0
Say So,Hot Pink,Doja Cat,11/7/2019,USRC11903454,306,87.0,1
Ransom,Ransom,Lil Tecca,5/22/2019,QZ85M1940160,307,86.8,1
Romantic Homicide,Romantic Homicide,d4vd,7/20/2022,QZMEM2232831,308,86.8,0
Pink Skies,Pink Skies,Zach Bryan,5/24/2024,USWB12401947,309,86.7,0
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,10/21/2016,GBAHS1600363,310,86.6,1
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,11/15/2023,TCJPX2396779,355,86.6,1
Cool,JnD Mix,desconhecido,5/25/2024,QZNWQ2410638,311,86.5,0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,8/11/2023,QZPLS2305267,312,86.5,1
BESO,RR,ROSALï¿½,3/24/2023,USSM12301258,313,86.3,0
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,5/10/2024,BXIV82456543,315,86.1,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,12/9/2022,QZWT32210000,314,86.1,1
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,6/14/2024,CBEFB2400006,316,85.9,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,10/17/2022,USAT22219211,318,85.8,1
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013632,317,85.8,1
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,8/25/2017,USUYG1156898,319,85.6,1
Rich Flex,Her Loss,Drake,11/4/2022,USUG12208598,320,85.5,1
Standing Next to You,GOLDEN,Jung Kook,11/3/2023,USA2P2348391,321,85.5,0
Congratulations,Congratulations,Post Malone,11/4/2016,USUM71614484,322,85.3,1
Do It To It,Do It To It,ACRAZE,8/20/2021,QZFPL2100100,324,85.2,0
Tusa,Tusa,KAROL G,11/7/2019,USUM71921183,323,85.2,0
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013355,325,84.8,1
Good Good,Good Good,USHER,8/4/2023,QZS7J2331813,326,84.7,1
Austin,Austin - Single,Dasha,11/17/2023,QZTB92360479,327,84.6,1
Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,1
TULUM,TULUM,Peso Pluma,6/28/2023,QM7282325573,328,84.6,1
Shivers,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100671,330,84.4,0
Coup du marteau,Coup du marteau,Tam Sir,12/8/2023,DGA0Q2357844,331,84.3,0
Adderall (Corvette Corvette),Adderall (Corvette Corvette),Popp Hunna,10/14/2020,USA2P2036916,332,84.1,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,4/28/2022,SGB502213458,333,84.0,0
Sunroof,Sunroof,Nicky Youre,12/3/2021,USQX92202129,334,83.8,0
Watching Yourself Being Born,Neuroscape,Blush Response,4/4/2023,QZFZ72309552,335,83.7,0
Los del Espacio,Los del Espacio - Single,LIT killah,6/1/2023,USWL12300725,336,83.3,0
Taste (feat. Offset),Taste (feat. Offset),Tyga,5/16/2018,USUYG1198481,338,83.1,1
MAMIII,MAMIII,Becky G,2/10/2022,USRC12200425,337,83.1,1
Until I Found You,Until I Found You,Stephen Sanchez,9/1/2021,USUG12103651,339,83.0,0
exes,exes,Tate McRae,11/17/2023,USRC12302756,340,83.0,1
Banana (feat. Shaggy),Banana (feat. Shaggy),Conkarah,8/16/2019,QMRSZ1901446,341,82.7,0
Stick Season,Stick Season,Noah Kahan,7/8/2022,USUM72212470,342,82.6,0
Need To Know,Need To Know,Doja Cat,6/11/2021,USRC12101120,344,82.5,1
kompa pasiï¿½,kompa pasiï¿½,ýýýýýýýýýý,4/12/2024,USUS12400227,345,82.5,0
Quï¿½ï¿½ Ago,Pa' Luego Es Tarde,Yuridia,10/20/2022,MXF012200200,343,82.5,0
Last Last,Last Last,Burna Boy,5/12/2022,USAT22204901,346,82.4,0
Ngopi Maszeh,Ngopi Maszeh,Happy Asmara,1/29/2023,SGB502314277,347,82.2,0
500lbs,500lbs,Lil Tecca,7/21/2023,USUM72309854,349,82.1,1
Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,9/3/2021,USUG12104409,348,82.1,1
BILLIE EILISH.,BILLIE EILISH.,Armani White,5/19/2022,SGB502248062,350,82.0,1
ýýýýýýýýýýýý,ýýýýýýýýýýýý,YOASOBI,4/12/2023,JPP302300157,351,81.8,0
Lï¿½ï¿½ï¿½AMOUR DE ,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401990,352,81.6,0
Thinkinï¿½ï¿½ï¿½ B,One Thing At A Time,Morgan Wallen,3/3/2023,USUG12300821,353,81.5,0
Madonna,Madonna - Single,Natanael Cano,3/8/2024,QZ9QQ2400185,354,81.3,1
deja vu,deja vu,Olivia Rodrigo,4/1/2021,USUG12101240,355,81.3,1
6. A.M.,Motion is Emotion,Azul,10/7/2022,ES40B2200055,356,81.1,0
CONTIGO (with Tiï¿½ï¿½,CONTIGO (with Tiï¿½ï¿½,KAROL G,2/15/2024,USUG12400966,357,81.0,0
Sequï¿½ï¿½ncia da,Sequï¿½ï¿½ncia da,TRASHXRL,5/8/2023,SGB502370315,358,80.8,1
WILDFLOWER,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401993,359,80.8,0
Doja,Doja,Central Cee,7/21/2022,ZZOPM2237319,360,80.5,1
Kill This Love,Kill This Love,BLACKPINK,4/4/2019,KRA401900005,361,80.4,0
Lan,Lan - Single,Zeynep Bastï¿½,3/8/2024,TRAUR2400004,362,80.3,0
"Good Luck, Babe!","Good Luck, Babe!",Chappell Roan,4/5/2024,USUG12401967,363,80.2,0
Sweet but Psycho,Sweet but Psycho,Ava Max,8/17/2018,USAT21802011,365,80.1,0
Hey Mor,Hey Mor,Ozuna,10/6/2022,QMDA62203322,364,80.1,0
Ferrari,Ferrari,James Hype,3/15/2022,GB3CE2200004,366,80.1,0
Falling,Falling,Trevor Daniel,10/5/2018,USUYG1221109,367,80.0,0
positions,positions,Ariana Grande,10/23/2020,USUM72019412,368,80.0,1
Where Are You Now,Where Are You Now,Lost Frequencies,7/30/2021,BEHP42100067,370,79.9,0
Amor Prohibido - Remasterizado 2024/30th Anniversary,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402905,369,79.9,0
Save Your Tears,After Hours,The Weeknd,3/20/2020,USUG12000658,371,79.9,1
Happier Than Ever,Happier Than Ever,Billie Eilish,7/30/2021,USUM72105936,372,79.9,1
This Is What You Came For,This Is What You Came For,Calvin Harris,4/29/2016,GBARL1600460,373,79.8,0
China,China,Anuel AA,7/19/2019,QM6P41952433,376,79.5,0
"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),Idina Menzel,1/1/2013,USWD11366376,374,79.5,0
Moonlight,?,XXXTENTACION,3/16/2018,USUG11800209,375,79.5,1
I Had Some Help (feat. Morgan Wallen),I Had Some Help,Post Malone,5/10/2024,USUM72404993,377,79.4,0
Smart,EASY,LE SSERAFIM,2/19/2024,USA2P2402103,379,79.3,0
That's What I Like,24K Magic,Bruno Mars,11/17/2016,USAT21602948,378,79.3,0
Commando,Commando - Single,Mavokali,9/28/2022,QZTVM2210964,380,78.6,0
The Business,The Business,Tiï¿½ï¿,9/16/2020,CYA112000624,381,78.3,0
Ride It,Ride It,Regard,7/26/2019,GBCEN1900047,382,78.2,0
Mwaki,SURRENDER,Zerb,9/27/2023,NLRD52339318,383,77.9,0
BICHOTA,BICHOTA,KAROL G,10/23/2020,USUM72019324,385,77.8,1
Renklensin,Renklensin - Single,Reynmen,4/19/2024,FRX282477628,384,77.8,0
Bad idea,Missing,Kurochuu,6/9/2024,CA5KR2466578,387,77.6,0
writhe,writhe,daine,2/21/2023,AUWA02201495,386,77.6,0
The Hills,The Hills,The Weeknd,5/27/2015,USUG11500737,388,77.5,1
Seven (feat. Latto) (Clean Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330092,389,77.4,0
SKINNY,HIT ME HARD AND SOFT,Billie Eilish,5/17/2024,USUM72401995,390,77.3,0
The Girl From Ipanema,Instrumental Bossa Nova,Stan Getz,6/6/2024,QZQAY2414774,391,77.2,0
Te Felicito,Te Felicito,Shakira,4/21/2022,USQX92201764,392,77.0,0
Que Onda,Que Onda - Single,Calle 24,8/30/2023,USDXS2303230,393,76.9,1
Stumblin' In,Stumblin' In,CYRIL,11/10/2023,NLZ542301810,394,76.9,0
A Bar Song (Tipsy),A Bar Song (Tipsy),Shaboozey,4/12/2024,USUYG1543926,395,76.8,0
STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem) - Single,Lil Nas X,9/22/2022,USSM12208809,396,76.6,1
Desesperados,VICE VERSA,Rauw Alejandro,12/10/2021,USSD12100779,397,76.6,1
"Young Miko: Bzrp Music Sessions, Vol. 58","Young Miko: Bzrp Music Sessions, Vol. 58",Bizarrap,1/10/2024,UYB282401001,398,76.6,0
Sugar,V (Deluxe),Maroon 5,8/29/2014,USUM71410340,399,76.6,1
I DONï¿½ï¿½ï¿½T WANNA DO THIS A,King of the Dead,Juliï¿½ï¿½n Kh,3/18/2024,QZLL92480334,454,76.5,1
Igual Que Un ï¿½ï¿½ngel (with Peso Pl,ORQUï¿½ï¿½,Kali Uchis,1/12/2024,USUM72315072,400,76.3,0
"Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version]","Jhoome Jo Pathaan (From ""Pathaan"") [Arabic Version] - Single",Abd El Fattah Grini,1/14/2023,INY092300003,402,76.2,0
Old Town Road - Remix,Old Town Road,Lil Nas X,4/5/2019,USSM11902498,404,76.2,0
Let Me Love You,Encore,DJ Snake,8/5/2016,QMZSY1600015,403,76.2,0
Envolver,Envolver - Single,Anitta,11/11/2021,USWL12100576,401,76.2,0
Oublie-moi,Oublie-moi,Emkal,9/16/2022,FRDDV2200780,405,76.0,1
Malohat,Malohat,Xamdam Sobirov,4/20/2024,RUA1D2459522,406,75.9,0
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415975,407,75.7,0
NUEVA VIDA,Gï¿½ï¿½N,Peso Pluma,6/22/2023,QM7282306253,408,75.6,1
you broke me first,you broke me first,Tate McRae,4/17/2020,USRC12000832,409,75.6,1
Relationship (feat. Future),Beautiful Thugger Girls,Young Thug,6/16/2017,USAT21701747,410,75.5,1
Beggin',Chosen,Mï¿½ï¿½ne,12/8/2017,ITB001700846,413,75.4,0
Faint,Papercuts,Linkin Park,4/12/2024,USWB12401896,412,75.4,0
Pretty - Sped Up,Pretty,MEYY,6/7/2023,FRD9M2300690,411,75.4,0
Hawï¿½,Hawï¿½,Maluma,7/29/2020,USSD12000190,415,75.3,0
LA FALDA,LA FALDA - Single,Myke Towers,11/22/2023,USWL12302952,416,75.3,1
act ii: date @ 8,act ii: date @ 8,4batz,12/7/2023,QZS7J2359132,414,75.3,1
Cradles,Cradles,Sub Urban,1/4/2019,GB2LD1800949,418,75.2,0
Roses - Imanbek Remix,Roses (Imanbek Remix),SAINt JHN,5/4/2019,RUB421901499,417,75.2,1
Angel Numbers / Ten Toes,11:11,Chris Brown,11/10/2023,USRC12302900,419,75.1,1
Never Lose Me,Never Lose Me - Single,Flo Milli,11/30/2023,USRC12303379,420,75.1,1
Reggaeton Champagne,Kittyponeo,Bellakath,10/5/2023,BK4DA2319233,421,75.1,1
MASHA ULTRAFUNK,MASHA ULTRAFUNK,HISTED,3/8/2024,QZES82406061,422,74.9,0
Under The Influence,Indigo (Extended),Chris Brown,10/4/2019,USRC11902743,423,74.9,1
Life Goes On,"Ugly is Beautiful: Shorter, Thicker & Uglier (Deluxe)",Oliver Tree,7/17/2020,USAT22007153,424,74.8,0
Si Una Vez (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402913,425,74.7,0
BATTER UP,BABYMONSTER Debut Digital Single [BATTER UP],BABYMONSTER,11/27/2023,KRA402300048,426,74.5,0
SI NO ES CONTIGO,SI NO ES CONTIGO,Cris Mj,5/23/2024,QM6N22466972,427,74.5,1
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,Metro Boomin,12/2/2022,USUG12208787,429,74.4,1
Rock and A Hard Place,Rock and A Hard Place,Bailey Zimmerman,6/10/2022,USWB12201797,430,74.4,0
obsessed,GUTS (spilled),Olivia Rodrigo,3/22/2024,USUG12305564,428,74.4,1
Eyes Closed,Eyes Closed,Imagine Dragons,4/3/2024,USUM72402448,431,74.2,0
Wanna Be,Wanna Be (Alternate Versions),GloRilla,4/3/2024,USUM72403374,433,74.1,1
Don't Let Me Down,Pop Party,The Chainsmokers,1/1/2016,USQX91600011,432,74.1,0
DDU-DU DDU-DU,SQUARE UP,BLACKPINK,6/15/2018,KRA401800096,434,74.0,0
telepatï¿½,Sin Miedo (del Amor y Otros Demonios) ï¿½,Kali Uchis,11/18/2020,GBUM72005748,435,73.9,0
Wake Me Up,TRUE,Avicii,1/1/2013,SEUM71301326,436,73.7,0
Overdrive (feat. Norma Jean Martine),Overdrive (feat. Norma Jean Martine),Ofenbach,10/6/2023,FR9W12347222,437,73.6,0
Chulo pt.2,Chulopt2,Bad Gyal,6/22/2023,USUM72305143,438,73.6,1
All Girls Are The Same,All Girls Are The Same,Juice WRLD,4/13/2018,USUG11800651,439,73.5,1
Push Up - Main Edit,Push Up - Single,Creeds,3/31/2023,DEE862300564,441,73.4,0
Kings & Queens,Kings & Queens,Ava Max,3/12/2020,USAT21906943,440,73.4,0
Adore You,Adore You,Harry Styles,12/6/2019,USSM11912588,442,73.2,0
HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,Travis Scott,10/4/2019,USSM11904276,443,73.2,1
UNAVAILABLE (feat. Musa Keys),Timeless,Davido,3/30/2023,GBARL2300322,444,73.2,1
Million Dollar Baby (Vhs),Million Dollar Baby - Single,Tommy Richman,4/26/2024,QM24S2402634,445,73.1,0
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",Taki Taki,DJ Snake,9/28/2018,USUG11802029,446,73.0,1
"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander,8/14/2023,INS182302348,447,73.0,0
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook,11/20/2022,QZNMY2232113,448,73.0,0
ADIVINO,ADIVINO - Single,Myke Towers,4/25/2024,USWL12401327,449,72.9,1
THE BOX MEDLEY FUNK 2,THE BOX MEDLEY FUNK 2,THE BOX,4/18/2024,BKF5C2400003,450,72.8,0
Cruel Summer,Lover,Taylor Swift,8/23/2019,USUG11901472,451,72.8,0
No Me Queda Mï¿½ï¿½s (Remasterizado 2024/30th Annivers,Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,3/22/2024,USUM72402906,452,72.7,0
Breathe,2093,Yeat,2/16/2024,USUM72401623,453,72.7,1
Unforgettable,EPIC AF,French Montana,1/1/2017,USSM11703478,454,72.6,1
EASY,EASY,LE SSERAFIM,2/19/2024,USA2P2402101,455,72.4,0
"Peso Pluma: Bzrp Music Sessions, Vol. 55","Peso Pluma: Bzrp Music Sessions, Vol. 55 - Single",Bizarrap,5/31/2023,UYB282301034,456,72.2,1
Faded,Faded,Benjamin Richter,7/28/2017,DEE861701287,458,72.0,0
Lose My Breath (Feat. Charlie Puth),Lose My Breath,Stray Kids,5/10/2024,US5TA2400074,457,72.0,0
ýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýý ýýýýýýýýýýýý,ALEX&RUS,7/3/2019,QM6N21999015,460,71.9,0
Move,Move - Single,Adam Port,6/7/2024,DEEC33501508,459,71.9,0
F.N,F.N,Lil Tjay,8/9/2019,USSM11904899,461,71.7,1
Say You Won't Let Go,Say You Won't Let Go,James Arthur,9/9/2016,DEE861600586,462,71.5,0
Blank Space,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431309,463,71.5,0
Girls Like You,Red Pill Blues (Deluxe),Maroon 5,11/3/2017,USUM71710831,464,71.4,1
HUMBLE.,HUMBLE.,Kendrick Lamar,3/31/2017,USUM71703085,466,71.4,1
Forget Me,Forget Me,Lewis Capaldi,9/9/2022,DEUM72204717,465,71.4,0
Sabka Malik Ek,Sabka Malik Ek,Dada Black Sheep,8/12/2022,FR9W12228852,467,71.3,0
Scared To Start,Scared To Start,Michael Marcagi,1/12/2024,USWB12400001,469,71.2,0
Super Freaky Girl,Super Freaky Girl,Nicki Minaj,8/12/2022,USUM72215262,468,71.2,1
Miracle (with Ellie Goulding),Miracle (with Ellie Goulding),Calvin Harris,3/10/2023,GBARL2300300,470,71.1,0
Somebody That I Used To Know,Making Mirrors (Deluxe),Gotye,1/1/2011,AUZS21100040,471,71.0,0
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,11/5/2015,USAT21502909,474,70.6,0
Oh No,Cold As Ice,Kreepa,12/13/2019,USUYG1287925,473,70.6,1
Pop Out (feat. Lil Tjay),Pop Out (feat. Lil TJay),Polo G,2/7/2019,USQX91900309,472,70.6,1
7 Years,Lukas Graham (Blue Album),Lukas Graham,6/16/2015,USWB11506516,475,70.5,0
Something in the Orange,Something in the Orange,Zach Bryan,4/22/2022,USWB12201213,478,70.4,0
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222552,477,70.4,1
"Happy - From ""Despicable Me 2""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,USQ4E1300686,476,70.4,0
I Wanna Party,I Wanna Party - Single,desconhecido,5/31/2024,QZYFZ2445017,482,70.3,0
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,USSD12201328,479,70.2,0
La Bebe (Remix) [Apple Music Live],Apple Music Live: Peso Pluma,Peso Pluma,12/6/2023,QMFMF2394976,480,70.2,0
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,USUM71604711,481,70.2,0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,USUM72215366,483,70.1,0
Let Her Go,Let Her Go,Passenger,7/27/2012,GBMQN1200012,484,70.1,0
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,AUMEV2435468,485,70.1,0
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,USAT21500597,482,70.1,0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,USAT22100017,486,70.0,1
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,USSM11303954,487,69.8,0
2055,2055,Sleepy Hallow,4/14/2021,USRC12100442,488,69.7,1
Bandit,Bandit - Single,Don Toliver,2/1/2024,USAT22400561,490,69.6,1
Redbone,Redbone,Childish Gambino,11/17/2016,USYAH1600107,489,69.6,1
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,USA2P2410436,491,69.5,0
"This Is The Thanks I Get?! - From ""Wish""","This Is The Thanks I Get?! (From ""Wish"")",Chris Pine,10/25/2023,USWD12328244,492,69.4,0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,USWD12112915,493,69.4,0
You Proof,You Proof,Morgan Wallen,5/13/2022,USUG12203266,494,69.3,0
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,USUM72119916,495,69.2,0
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,GBAHT1901303,496,69.2,0
Shut Down,BORN PINK,BLACKPINK,9/16/2022,KRA402200020,497,69.0,0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,QZ7HP2300092,498,68.9,0
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,USA2P2431076,499,68.9,0
Toyour ï¿½ï¿½ï¿,Amrat ï¿½ï¿½ï¿½ï,Rasha Nahas,1/20/2023,QMEU32211578,500,68.9,0
Chill Vibes,Chill Vibes,Tollan Kim,3/31/2022,SGB502214297,501,68.8,0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,USWB11802236,503,68.7,0
Toosie Slide,Toosie Slide,Drake,4/3/2020,USUG12001281,505,68.7,1
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72300862,506,68.7,0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401031,504,68.7,1
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,USUM71911808,502,68.7,1
La llama que Baila,La llama que Baila,El Reino Infantil,6/10/2022,ARF062200275,508,68.5,0
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,USAT22402805,507,68.5,0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,USRC12201441,509,68.2,1
El Merengue,El Merengue - Single,Marshmello,3/3/2023,USSD12300040,510,68.2,0
Made For Me,Made For Me,Muni Long,9/15/2023,USUG12307428,513,68.1,0
Let's Go 4,Let's Go 4,Mc IG,9/11/2023,BXG6R2300792,511,68.1,1
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,USSM12305019,512,68.1,1
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,QZTPX2351515,514,68.0,0
Martin & Gina,THE GOAT,Polo G,5/15/2020,USQX92002595,516,68.0,1
"thank u, next","thank u, next",Ariana Grande,11/3/2018,USUM71819361,515,68.0,1
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,USCM51600028,518,67.9,0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,QZJRC1945204,517,67.9,0
Hope,?,XXXTENTACION,3/16/2018,USUG11800447,519,67.8,1
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,USRC12204190,520,67.6,0
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,USUM72001302,521,67.5,0
PRC,PRC,Peso Pluma,1/24/2023,QM4TW2315684,522,67.4,1
Lemonade,Lemonade,Internet Money,8/14/2020,QZJ842000368,523,67.3,1
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,USSM12006586,524,67.0,1
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,USRC12302777,527,66.9,1
LET GO,LET GO,Central Cee,12/15/2022,US39N2203950,526,66.9,1
Blister In The Sun,Violent Femmes (Deluxe Edition),Violent Femmes,12/1/2023,USC4R2338087,525,66.9,0
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,QMCE32000145,528,66.8,1
No Idea,No Idea,Don Toliver,5/29/2019,USAT21903300,529,66.8,0
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,USUM71516761,530,66.8,0
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,0
Cari Mama Muda (Senorita Joven) - Original Mix,Cari Mama Muda (Senorita Joven),Carella,2/13/2021,ITH642025474,532,66.6,0
